OBJECTID,SSL,LAND_USE_CODE,LAND_USE_DESCRIPTION,LANDAREA,PROPERTY_ADDRESS,OWNER_NAME_PRIMARY,APPRAISED_VALUE_PRIOR_LAND,APPRAISED_VALUE_PRIOR_IMPR,APPRAISED_VALUE_PRIOR_TOTAL,APPRAISED_VALUE_PROPOSED_LAND,APPRAISED_VALUE_PROPOSED_IMPR,APPRAISED_VALUE_PROPOSED_TOTAL,APPRAISED_VALUE_CURRENT_LAND,APPRAISED_VALUE_CURRENT_BLDG,VACANT_USE,HOMESTEAD_CODE,HOMESTEAD_DESCRIPTION,TAX_TYPE_DESCRIPTION,TAXRATE,MIXED_USE,OWNER_OCCUPIED_COOP_UNITS,LAST_SALE_PRICE,LAST_SALE_DATE,DEED_DATE,CURRENT_ASSESSMENT_CAP,PROPOSED_ASSESSMENT_CAP,OWNER_NAME_SECONDARY,ADDRESS_ID,LASTMODIFIEDDATE,APPRAISED_VALUE_CURRENT_TOTAL
7024,1486    0825,191,Vacant-True,4434,BUTTERWORTH PL NW WASHINGTON DC 20016,UNITED STATES OF AMERICA,160950,0,160950,160950,0,160950,160950,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,160950,160950,,,1/27/2023 8:03:12 AM,160950
7025,5778    0117,091,Vacant-True,2912,2100 16TH ST SE WASHINGTON DC 20020-4823,"MASTRA, SALVATORE L",142110,0,142110,150580,0,150580,145770,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,125000,6/8/2021 12:00:00 AM,6/8/2021 12:00:00 AM,145770,150580,"KING, DELORIES",334707,1/27/2023 8:03:12 AM,145770
7026,5868    0147,191,Vacant-True,1393,2601 DUNBAR RD SE WASHINGTON DC 20020,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),99770,0,99770,99770,0,99770,99770,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,99770,99770,,,1/27/2023 8:03:12 AM,99770
7027,3128    0925,091,Vacant-True,896,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,65170,0,65170,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,65170,,,1/27/2023 8:03:12 AM,0
7028,1122    0017,191,Vacant-True,966,126 19TH ST SE WASHINGTON DC 20003,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),23380,0,23380,23380,0,23380,23380,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,23380,23380,,,1/27/2023 8:03:12 AM,23380
7029,0473    0989,193,Vacant-Zoning Limits,3714,760 MAINE AVE SW WASHINGTON DC 20024-2495,DISTRICT OF COLUMBIA,9290,0,9290,9290,0,9290,9290,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,9290,9290,WHARF PHASE 1 RETAIL REIT LEASEHOLDER LLC,,1/27/2023 8:03:12 AM,9290
7030,3831    0822,191,Vacant-True,1162,9TH ST NE WASHINGTON DC 20017,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),67490,0,67490,67490,0,67490,67490,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,67490,67490,,,1/27/2023 8:03:12 AM,67490
7031,5148    0805,093,Vacant-Zoning Limits,1148,NE WASHINGTON DC 00000,LRMBC ENTERPRISE LLC,5750,0,5750,5750,0,5750,5750,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,90000,4/4/2018 12:00:00 AM,4/4/2018 12:00:00 AM,5750,5750,,,1/27/2023 8:03:12 AM,5750
7032,PAR 02630002,191,Vacant-True,124146,SW WASHINGTON DC 00000,UNITED STATES OF AMERICA,268160,0,268160,268160,0,268160,268160,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,21199,7/19/2001 12:00:00 AM,7/19/2001 12:00:00 AM,268160,268160,,,1/27/2023 8:03:12 AM,268160
7033,5866    0833,091,Vacant-True,16441,1357 STEVENS RD SE WASHINGTON DC 20020,UNITED STATES OF AMERICA,447520,483860,931380,447520,0,447520,447520,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,447520,447520,,,1/27/2023 8:03:12 AM,447520
7034,RES 02530000,191,Vacant-True,10277,1155 POTOMAC AVE SE WASHINGTON DC 00000,UNITED STATES OF AMERICA,1554500,0,1554500,1554500,0,1554500,1554500,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,1554500,1554500,,,1/27/2023 8:03:12 AM,1554500
7035,5867    0143,091,Vacant-True,5280,SE WASHINGTON DC 00000,DISTRICT OF COLUMBIA,21940,0,21940,21940,0,21940,21940,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,9/8/2003 12:00:00 AM,9/8/2003 12:00:00 AM,21940,21940,,,1/27/2023 8:03:12 AM,21940
7036,5624    0032,091,Vacant-True,1841,S ST SE WASHINGTON DC 20020,FIRST DC LIENS LLC,51550,0,51550,51550,0,51550,51550,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,7/7/2020 12:00:00 AM,7/7/2020 12:00:00 AM,51550,51550,,,1/27/2023 8:03:12 AM,51550
7037,0643E   0803,191,Vacant-True,107412,SW WASHINGTON DC 00000,UNITED STATES OF AMERICA,24253630,0,24253630,24253630,0,24253630,24253630,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels greate",1.89,,0,0,,,24253630,24253630,,,1/27/2023 8:03:12 AM,24253630
7038,3128    0965,091,Vacant-True,848,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,61680,0,61680,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,61680,,,1/27/2023 8:03:12 AM,0
7039,1315E   0800,191,Vacant-True,195,39TH ST NW WASHINGTON DC 20007,UNITED STATES OF AMERICA,7080,0,7080,7080,0,7080,7080,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,7080,7080,,,1/27/2023 8:03:12 AM,7080
7040,3128    0933,093,Vacant-Zoning Limits,3904,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,283940,0,283940,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,283940,,,1/27/2023 8:03:12 AM,0
7041,2950    0856,092,Vacant-With Permit,41714,DAHLIA ST NW WASHINGTON DC 00000,UNITED STATE OF AMERICA,6448570,0,6448570,6448570,0,6448570,6448570,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,6448570,6448570,,,1/27/2023 8:03:12 AM,6448570
7042,5954    0809,091,Vacant-True,5459,RALEIGH PL SE WASHINGTON DC 20032,"TANG, ERIKA",146900,0,146900,158370,0,158370,150720,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,11/28/2022 12:00:00 AM,11/28/2022 12:00:00 AM,150720,158370,"SEANEZ, GABRIEL",,1/27/2023 8:03:12 AM,150720
7043,2791    0811,091,Vacant-True,1461,FORT STEVENS DR NW WASHINGTON DC 20011,FORT STEVENS 1330 LLC,46970,0,46970,46970,0,46970,46970,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,172000,7/18/2006 12:00:00 AM,7/18/2006 12:00:00 AM,46970,46970,,,1/27/2023 8:03:12 AM,46970
7044,2659    0814,091,Vacant-True,21600,COLORADO AVE NW WASHINGTON DC 20011,DISTRICT OF COLUMBIA,216340,0,216340,216340,0,216340,216340,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,216340,216340,,,1/27/2023 8:03:12 AM,216340
7045,5872    0974,091,Vacant-True,2521,2635 DOUGLAS PL SE WASHINGTON DC 20020,WASHINGTON VIEW H LP,120450,0,120450,120450,0,120450,120450,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,120450,120450,,,1/27/2023 8:03:12 AM,120450
7046,5232    0010,091,Vacant-True,2750,EADS ST NE WASHINGTON DC 20019,UNITED STATES OF AMERICA,35450,0,35450,35450,0,35450,35450,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,35450,35450,,,1/27/2023 8:03:12 AM,35450
7047,1260    0842,093,Vacant-Zoning Limits,35,27TH ST NW WASHINGTON DC 20007,"KEIM, AMY K",0,0,0,4680,0,4680,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,0,1/6/2023 12:00:00 AM,1/6/2023 12:00:00 AM,0,4680,,,1/27/2023 8:03:12 AM,0
7048,5873    0076,091,Vacant-True,2304,2529 ELVANS RD SE WASHINGTON DC 20020,ELVANS ROAD LOTS LLC,135060,0,135060,140910,0,140910,138520,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,138520,140910,,289830,1/27/2023 8:03:12 AM,138520
7049,5860    1049,092,Vacant-With Permit,775,1026 HOWARD RD SE WASHINGTON DC 20020-5867,HOWARD ROAD COMMUNITY PARTNERS LLC,0,0,0,53860,0,53860,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,0,,,0,53860,,337208,1/27/2023 8:03:12 AM,0
7050,5296    0004,091,Vacant-True,4000,5413 DRAKE PL SE WASHINGTON DC 20019,"JOHNSON, EMMA",34740,0,34740,34740,0,34740,34740,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,34740,34740,,,1/27/2023 8:03:12 AM,34740
7051,1341    0871,093,Vacant-Zoning Limits,1200,FOXBORO PL NW WASHINGTON DC 20007,"ROMICK, ALAN M",11960,0,11960,12850,0,12850,12080,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,1605000,11/26/2018 12:00:00 AM,11/26/2018 12:00:00 AM,12080,12850,,,1/27/2023 8:03:12 AM,12080
7052,3128    0863,091,Vacant-True,760,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,55280,0,55280,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,55280,,,1/27/2023 8:03:12 AM,0
7053,5125    0860,093,Vacant-Zoning Limits,2440,44TH ST NE WASHINGTON DC 20019,"AZZAM, RAFAT",127370,0,127370,130830,0,130830,129270,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,32000,12/27/2010 12:00:00 AM,12/27/2010 12:00:00 AM,129270,130830,,,1/27/2023 8:03:12 AM,129270
7054,5099    0829,093,Vacant-Zoning Limits,4558,KENILWORTH AVE NE WASHINGTON DC 20019,FIRST DC LIENS LLC,28810,0,28810,28810,0,28810,28810,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,1000,2/21/2019 12:00:00 AM,2/21/2019 12:00:00 AM,28810,28810,,,1/27/2023 8:03:12 AM,28810
7055,2935    0822,091,Vacant-True,1688,GEORGIA AVE NW WASHINGTON DC 00000,5702-14 GEORGIA LLC,25320,0,25320,25320,0,25320,25320,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,5700000,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,25320,25320,,,1/27/2023 8:03:12 AM,25320
7056,4048    0040,191,Vacant-True,3960,MOUNT OLIVET RD NE WASHINGTON DC 20002,BETHESDA BAPTIST CHURCH,239580,0,239580,239580,0,239580,239580,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,239580,239580,,,1/27/2023 8:03:12 AM,239580
7057,PAR 01130032,191,Vacant-True,1096,KANSAS AVE NW WASHINGTON DC 20011,DISTRICT OF COLUMBIA,16620,0,16620,16620,0,16620,16620,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,16620,16620,,,1/27/2023 8:03:12 AM,16620
7058,RES 02310000,091,Vacant-True,625,SE WASHINGTON DC 00000,UNITED STATES OF AMERICA,77610,0,77610,77610,0,77610,77610,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,77610,77610,,,1/27/2023 8:03:12 AM,77610
7059,3216    0801,191,Vacant-True,7158,SHERMAN CIR NW WASHINGTON DC 20011,UNITED STATES OF AMERICA,121470,0,121470,121470,0,121470,121470,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,121470,121470,,,1/27/2023 8:03:12 AM,121470
7060,0827    0001,091,Vacant-True,90377,WATER ST SE WASHINGTON DC 20003,UNITED STATES OF AMERICA,65613700,0,65613700,65613700,0,65613700,65613700,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,65613700,65613700,,,1/27/2023 8:03:12 AM,65613700
7061,2210    0802,191,Vacant-True,33413,CONNECTICUT AVE NW WASHINGTON DC 20008,UNITED STATES OF AMERICA,1212890,0,1212890,1212890,0,1212890,1212890,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,1212890,1212890,,,1/27/2023 8:03:12 AM,1212890
7062,5542    0826,093,Vacant-Zoning Limits,383,POPE ST SE WASHINGTON DC 20020,"BROWN, JAMES R",1550,0,1550,1550,0,1550,1550,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,1550,1550,"BROWN, AGNES V",,1/27/2023 8:03:12 AM,1550
7063,0362    0196,091,Vacant-True,1547,WESTMINSTER ST NW WASHINGTON DC 20001,DISTRICT OF COLUMBIA,593030,0,593030,607580,0,607580,598950,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,598950,607580,,,1/27/2023 8:03:12 AM,598950
7064,5862    0142,091,Vacant-True,12257,1100 SUMNER RD SE WASHINGTON DC 20020,DISTRICT OF COLUMBIA HOUSING AUTHORITY,333640,419520,753160,333640,0,333640,333640,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,9/13/2001 12:00:00 AM,9/13/2001 12:00:00 AM,333640,333640,,,1/27/2023 8:03:12 AM,333640
7065,0473    0984,191,Vacant-True,833,MAINE AVE SW WASHINGTON DC 00000,WHARF PHASE 3 CONDO OWNERS LLC,155696,0,155696,155696,0,155696,155696,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,155696,155696,,,1/27/2023 8:03:12 AM,155696
7066,3591    0820,191,Vacant-True,2250,5TH ST NE WASHINGTON DC 00000,EAJ 1309 5TH STREET LLC,11250,0,11250,11250,0,11250,11250,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,11250,11250,,,1/27/2023 8:03:12 AM,11250
7067,5076    0027,091,Vacant-True,2500,NE WASHINGTON DC 00000,UNITED STATES OF AMERICA,13230,0,13230,13230,0,13230,13230,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,13230,13230,,,1/27/2023 8:03:12 AM,13230
7068,5564    0825,093,Vacant-Zoning Limits,738,YOUNG ST SE WASHINGTON DC 20020,YOUNG STREET TOWNHOUSE,4990,0,4990,4990,0,4990,4990,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,4990,4990,,,1/27/2023 8:03:12 AM,4990
7069,RES 03060000,191,Vacant-True,2137,NW WASHINGTON DC 00000,UNITED STATES OF AMERICA,232720,0,232720,232720,0,232720,232720,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,232720,232720,,,1/27/2023 8:03:12 AM,232720
7070,1023    0111,191,Vacant-True,1554,1226 L ST SE WASHINGTON DC 20003,DISTRICT OF COLUMBIA,210580,0,210580,210580,0,210580,210580,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,210580,210580,,,1/27/2023 8:03:12 AM,210580
7071,0280    0829,191,Vacant-True,588,NW WASHINGTON DC 00000,DISTRICT OF COLUMBIA,2680,0,2680,2680,0,2680,2680,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,2680,2680,,,1/27/2023 8:03:12 AM,2680
7072,3128    0895,091,Vacant-True,1176,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,85530,0,85530,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,85530,,,1/27/2023 8:03:12 AM,0
7073,5778    0834,091,Vacant-True,6600,1615 V ST SE WASHINGTON DC 20020,DISTRICT OF COLUMBIA,164930,0,164930,177080,0,177080,169220,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,7/28/2011 12:00:00 AM,7/28/2011 12:00:00 AM,169220,177080,,315505,1/27/2023 8:03:12 AM,169220
7074,4099    0834,191,Vacant-True,31346,16TH ST NE WASHINGTON DC 20002,PHILI BALTIMORE WASHINGTON RAILROAD COMPANY,1896430,0,1896430,1896430,0,1896430,1896430,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,1896430,1896430,,,1/27/2023 8:03:12 AM,1896430
7075,5160    0051,093,Vacant-Zoning Limits,2093,48TH ST NE WASHINGTON DC 20019,YABE LLC,9330,0,9330,9330,0,9330,9330,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,280000,8/16/2022 12:00:00 AM,8/16/2022 12:00:00 AM,9330,9330,,,1/27/2023 8:03:12 AM,9330
7076,2940    0810,191,Vacant-True,930,RITTENHOUSE ST NW WASHINGTON DC 20011,UNITED STATES OF AMERICA,60770,0,60770,60770,0,60770,60770,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,60770,60770,,,1/27/2023 8:03:12 AM,60770
7077,2140    0050,093,Vacant-Zoning Limits,7880,NORMANSTONE LN NW WASHINGTON DC 20008,TRUSTEES OF THE MN REVOCABLE TRUST,676180,0,676180,692890,0,692890,679570,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,7700000,12/27/2011 12:00:00 AM,12/27/2011 12:00:00 AM,679570,692890,,,1/27/2023 8:03:12 AM,679570
7078,5562    0013,091,Vacant-True,998,22ND ST SE WASHINGTON DC 20020,"WARD, MICHELLE",40740,0,40740,40740,0,40740,40740,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,40740,40740,,,1/27/2023 8:03:12 AM,40740
7079,1798    0005,091,Vacant-True,158166,NW WASHINGTON DC 00000,UNITED STATES OF AMERICA,275210,0,275210,275210,0,275210,275210,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,275210,275210,,,1/27/2023 8:03:12 AM,275210
7080,5150    0077,093,Vacant-Zoning Limits,2875,HUNT PL NE WASHINGTON DC 20019,"JONES, ELIZABETH K",13630,0,13630,13630,0,13630,13630,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,13630,13630,,,1/27/2023 8:03:12 AM,13630
7081,1069    0806,093,Vacant-Zoning Limits,675,1518 A ST NE WASHINGTON DC 20002,YAMA CAPITAL LLC,1470,0,1470,1470,0,1470,1470,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,10000,7/16/2014 12:00:00 AM,7/16/2014 12:00:00 AM,1470,1470,,,1/27/2023 8:03:12 AM,1470
7082,3128    0926,091,Vacant-True,761,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,55350,0,55350,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,55350,,,1/27/2023 8:03:12 AM,0
7083,2741    0828,193,Vacant-Zoning Limits,4003,17TH ST NW WASHINGTON DC 20011,SUFISM REORIENTED,158040,0,158040,158040,0,158040,158040,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,158040,158040,,,1/27/2023 8:03:12 AM,158040
7084,3128    0952,091,Vacant-True,664,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,48290,0,48290,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,48290,,,1/27/2023 8:03:12 AM,0
7085,RES 02690000,191,Vacant-True,3213,TENNESSEE AVE NE WASHINGTON DC 20002,UNITED STATES OF AMERICA,435430,0,435430,435430,0,435430,435430,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,435430,435430,,,1/27/2023 8:03:12 AM,435430
7086,5832    0803,091,Vacant-True,20543,GAINESVILLE ST SE WASHINGTON DC 20020,"KINARD, ED",45190,0,45190,45190,0,45190,45190,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,3/26/2018 12:00:00 AM,3/26/2018 12:00:00 AM,45190,45190,,,1/27/2023 8:03:12 AM,45190
7087,5056    0848,093,Vacant-Zoning Limits,458,PARKSIDE PL NE WASHINGTON DC 00000,DISTRICT TOWNS HOMEOWNERS ASSOCIATION INC,10,0,10,10,0,10,10,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,369480,12/31/2019 12:00:00 AM,12/31/2019 12:00:00 AM,10,10,,,1/27/2023 8:03:12 AM,10
7088,4513    0914,091,Vacant-True,696,19TH ST NE WASHINGTON DC 20002,GREATER MT PISGAH BAPTIST CHURCH,1500,0,1500,1500,0,1500,1500,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,1500,1500,,,1/27/2023 8:03:12 AM,1500
7089,4540    0222,091,Vacant-True,600,KRAMER ST NE WASHINGTON DC 20002,DISTRICT OF COLUMBIA,314630,0,314630,347890,0,347890,324750,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,8/25/2006 12:00:00 AM,8/25/2006 12:00:00 AM,324750,347890,,,1/27/2023 8:03:12 AM,324750
7090,RES 01370000,191,Vacant-True,1279,NEW HAMPSHIRE AVE NW WASHINGTON DC 20037,UNITED STATES OF AMERICA,1550,0,1550,1550,0,1550,1550,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,1550,1550,,,1/27/2023 8:03:12 AM,1550
7091,5295    0059,091,Vacant-True,2000,440 54TH ST SE WASHINGTON DC 20019,HIP D STREET PARTNERS LLC,0,0,0,72600,0,72600,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,0,,,0,72600,,337026,1/27/2023 8:03:12 AM,0
7092,4509    0820,191,Vacant-True,492,15TH ST NE WASHINGTON DC 20002,NEW CANAAN BAPTIST CHURCH,66670,0,66670,66670,0,66670,66670,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,66670,66670,,,1/27/2023 8:03:12 AM,66670
7093,3504    0804,093,Vacant-Zoning Limits,20,NE WASHINGTON DC 00000,"WILLIAMS, ADA",230,0,230,230,0,230,230,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,230,230,,,1/27/2023 8:03:12 AM,230
7094,1416    0001,191,Vacant-True,13639,ARIZONA AVE NW WASHINGTON DC 20016,UNITED STATES OF AMERICA,235460,0,235460,235460,0,235460,235460,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,235460,235460,,,1/27/2023 8:03:12 AM,235460
7095,5304    0011,091,Vacant-True,4000,B ST SE WASHINGTON DC 20019,"WASHINGTON, VALERIE D",52040,0,52040,52040,0,52040,52040,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,7/16/1999 12:00:00 AM,7/16/1999 12:00:00 AM,52040,52040,,,1/27/2023 8:03:12 AM,52040
7096,3128    0970,091,Vacant-True,848,2501 1ST ST NW WASHINGTON DC 20001-2391,MCMILLAN ASSOCIATES LLC,0,0,0,61680,0,61680,0,0,YES,,NO HOMESTEAD,Mixed Use,0,,0,3376549,9/29/2022 12:00:00 AM,9/29/2022 12:00:00 AM,0,61680,,,1/27/2023 8:03:12 AM,0
7097,5142    0812,091,Vacant-True,3155,47TH ST NE WASHINGTON DC 20019,"HAUSER, CHRISTOPHER",15400,0,15400,15400,0,15400,15400,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,15400,15400,,,1/27/2023 8:03:12 AM,15400
7098,5498    0018,093,Vacant-Zoning Limits,3570,33RD PL SE WASHINGTON DC 20019,"SHANNON, MATTHEW F",53690,0,53690,53690,0,53690,53690,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,53690,53690,,,1/27/2023 8:03:12 AM,53690
7099,PAR 02220110,091,Vacant-True,11581,STANTON RD SE WASHINGTON DC 20020,UNITED STATES OF AMERICA,420390,0,420390,420390,0,420390,420390,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,420390,420390,,,1/27/2023 8:03:12 AM,420390
7100,2950    0852,093,Vacant-Zoning Limits,9437,6099 GEORGIA AVE NW WASHINGTON DC 00000,DISTRICT OF COLUMBIA,9437,0,9437,9437,0,9437,9437,0,YES,,NO HOMESTEAD,"Residential real property, including multifamily ",0.85,,0,0,,,9437,9437,,,1/27/2023 8:03:12 AM,9437
7101,5463    0806,191,Vacant-True,1425,SE WASHINGTON DC 00000,UNITED STATES OF AMERICA,101190,0,101190,101190,0,101190,101190,0,YES,,NO HOMESTEAD,"Commercial and industrial real property, including hotels and motels less t",1.65,,0,0,,,101190,101190,,,1/27/2023 8:03:12 AM,101190
